cd_cnpj;fl_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
10925674000150;1;6/22/2009;ESCRITORIO CONTABIL VERDELI LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 13 DE MAIO;511;16400045;CENTRO;LINS;SP;ATIVA;PRIVADO
15968882000150;1;7/5/2012;ELEICAO 2012 PEDRO RODRIGUES DA SILVA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;AVENIDA COUTO MAGALHAES;SN;78615000;CENTRO;ARAGUAINHA;MT;BAIXADA;PRIVADO
09430163000260;0;11/21/2008;ERIVALDO VIEIRA CARDOSO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA DOS PIONEIROS;1137;45880970;CENTRO;CAMACAN;BA;ATIVA;PRIVADO
84258284000100;1;4/6/1992;GILMARIO RODRIGUES DE FREITAS;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RODOVIA AUGUSTO MONTENEGRO;SN;66820000;NOVA MARAMBAIA;BELEM;PA;ATIVA;PRIVADO
07526958000160;1;7/20/2005;MOTIVE SERVICOS DE COMUNICACAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SANTOS DUMONT;5753;60175047;PAPICU;FORTALEZA;CE;ATIVA;PRIVADO
15523131000120;1;5/14/2012;MARIA CRISTINA SANTANA DE OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA SAO JOAO;118;58300150;CENTRO;SANTA RITA;PB;ATIVA;PRIVADO
15523100000170;1;5/4/2012;GARUDA RECURSOS HUMANOS E CORRETORA DE SEGUROS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ROLAND GARROS;2028;02235001;PARQUE EDU CHAVES;SAO PAULO;SP;ATIVA;PRIVADO
14407549000100;1;9/9/2011;JULIANA APARECIDA GOULART ME;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL JOAQUIM FERREIRA DE SOUZA;310;02419070;CONJUNTO RESIDENCIAL SANTA TEREZINHA;SAO PAULO;SP;ATIVA;PRIVADO
07960771000170;1;4/24/2006;RONIVALDO SILVA MELO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA DOMINGOS PORTUGUES;350;39530000;CIDADE ALTA;RIO PARDO DE MINAS;MG;ATIVA;PRIVADO
07980523000190;1;5/4/2006;EDNA MARIA DA SILVA;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA SAO JOSE;SN;19640000;CARACOL;IEPE;SP;ATIVA;PRIVADO
08311190000170;1;9/26/2006;A A LOPES MARTINS TRANSPORTES ME;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL ERNESTO MATOS;37;60840350;MESSEJANA;FORTALEZA;CE;ATIVA;PRIVADO
09533129000130;1;5/6/2008;VALDEREIS SIQUEIRA;4120;PRODUTOR RURAL PESSOA FISICA;ESTRADA BAIRRO ANTUNES SP;;18380000;ANTUNES;RIBEIRA;SP;ATIVA;PRIVADO
08364243000110;1;10/17/2006;MARIA CELIA DA COSTA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SAO JOSE;SN;19210000;ZONA RURAL;TARABAI;SP;ATIVA;PRIVADO
09365682000100;1;2/1/2008;MARIA DE LOURDES BURLAMAQUI FERREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA PEDRO SIMAO ZOGBI;305;96225000;VENEZA;SAO JOSE DO NORTE;RS;BAIXADA;PRIVADO
14043898000190;1;8/1/2011;NEUDETE DA ASSUNCAO ELIAS MEI;2135;EMPRESARIO INDIVIDUAL;RUA BENEDITO CAVALCANTE PINTO;SN;13010020;CENTRO;CAMPINAS;SP;BAIXADA;PRIVADO
07301136000180;1;3/4/2005;MARIA GISLAINE DE SOUZA CONFECCOES ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PREFEITO JOAO BORGES FRIAS;1170;19250970;CENTRO;SANDOVALINA;SP;ATIVA;PRIVADO
08116854000140;1;6/21/2006;ANDREA COUTINHO ME;2135;EMPRESARIO INDIVIDUAL;RUA D;SN;96200300;TREVO;RIO GRANDE;RS;ATIVA;PRIVADO
11376996000150;1;12/7/2009;MARGARIDA VILAUBA NUNES SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA LINEU JUCA;164;60420090;VILA UNIAO;FORTALEZA;CE;ATIVA;PRIVADO
08367847000110;1;10/18/2006;ERMELINDO CAPUCI;4120;PRODUTOR RURAL PESSOA FISICA;SITIO DA ESCOLA;SN;18500000;PEDERNEIRAS;LARANJAL PAULISTA;SP;ATIVA;PRIVADO
07692476000180;1;11/9/2005;ALMEIDA COMERCIO DE ARTIGOS DO VESTUARIO EM GERAL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA DO MENDANHA;555;23097003;CAMPO GRANDE;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
14046667000130;1;8/2/2011;H & M P FIGUEIRA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA QUINZE DE NOVEMBRO;1183F;68928045;CENTRAL;SANTANA;AP;ATIVA;PRIVADO
15863977000100;1;7/4/2012;FRANCISCA TATIANA SILVA OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA MARANHAO ZONA NORTE;489;64000010;CENTRO;TERESINA;PI;ATIVA;PRIVADO
07858080000160;1;2/22/2006;COLUNA AGROPECUARIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SENADOR SIMAO DA CUNHA;137;39770000;CENTRO;COLUNA;MG;ATIVA;PRIVADO
02083336000190;1;9/2/1997;JUSTINIANO DAS VIRGENS NETO ME;2135;EMPRESARIO INDIVIDUAL;RUA MARECHAL C BRANCO;SN;45840000;CENTRO;GUARATINGA;BA;ATIVA;PRIVADO
34028316850670;0;4/24/2009;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;2011;EMPRESA PUBLICA;AVENIDA PLANALTO;318;89873971;CENTRO;BOM JESUS DO OESTE;SC;ATIVA;PUBLICO
13984341000190;1;7/21/2011;ROSELAINE RODRIGUES MEI;2135;EMPRESARIO INDIVIDUAL;RUA ANDRE PUENTE;SN;96600000;CENTRO;CANGUCU;RS;ATIVA;PRIVADO
16031031000140;1;2/23/1988;JOSE IVO DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA EUFRAZIA;331;79900000;PARQUE DO IPE II;PONTA PORA;MS;ATIVA;PRIVADO
13836224000180;1;6/21/2011;DIEGO ANDRADE PEREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA NOVIDADE;72;94075520;NOVO MUNDO;GRAVATAI;RS;ATIVA;PRIVADO
13590182000140;1;5/3/2011;REFRIC BAHIA SERVICOS DE REFRIGERACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JURACY MAGALHAES JUNIOR;388;41940060;RIO VERMELHO;SALVADOR;BA;ATIVA;PRIVADO
10737158000100;1;3/31/2009;ARTUR LEMOS FERREIRA EPP;2135;EMPRESARIO INDIVIDUAL;AVENIDA COMENDADOR FRANCISCO AVELINO MAIA;4050;37902367;EXPOSICAO;PASSOS;MG;ATIVA;PRIVADO
01341202000160;1;7/3/1996;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA DIRETORIO MUNICIPAL SERRA ALTA SC;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA CONDE DEU;;89871000;CENTRO;SERRA ALTA;SC;ATIVA;PUBLICO
15505960000180;1;5/9/2012;G V F REPRESENTACOES DE MOVEIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA HERACLIO VILAR;591;59570000;SANTA AGUEDA;CEARA MIRIM;RN;ATIVA;PRIVADO
15829273000110;1;9/2/2009;COMISSAO PROVISORIA PARTIDO SOCIAL DEMOCRATA CRISTAO PSDC IBATIBA ES;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA MANOEL LUIZ TRINDADE;69;29395000;BOA ESPERANCA;IBATIBA;ES;ATIVA;PUBLICO
01174997000320;0;1/23/2003;TENDENCIAS TECNOLOGICAS SERVICOS DE INFORMATICA TELECOMUNICACOES E PARTICIPACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;SHS QUADRA 6 CONJUNTO A;SN;70316000;ASA SUL;BRASILIA;DF;ATIVA;PRIVADO
00408433000180;1;1/23/1995;EUGENIA E OLIVEIRA SOCIEDADE CIVIL;2240;SOCIEDADE SIMPLES LIMITADA;RUA GERALDO DE A CABRAL;4;56163000;CENTRO;PARNAMIRIM;PE;ATIVA;PRIVADO
02875997000230;0;12/18/2000;INDUSTRIA E COMERCIO DE ALIMENTOS LIDERANCA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA DO TAPANA ALAMEDA KUBISTCHEK;120;66820190;TAPANA;BELEM;PA;ATIVA;PRIVADO
58558313000140;1;2/5/1988;SEBASTIAO DIAS VIEIRA IBIUNA ME;2135;EMPRESARIO INDIVIDUAL;ESTRADA MUNICIPAL DO MURUNDU;SN;18150000;SOROCABUSSU;IBIUNA;SP;ATIVA;PRIVADO
16042959000120;1;7/5/2012;ELEICAO 2012 ANTONIO MARTINS VIEIRA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA HUGO CARLOS SABOIA;SN;68480000;CENTRO;PORTEL;PA;BAIXADA;PRIVADO
16099373000100;1;7/6/2012;JAIRO MAGISTRALLI MEI;2135;EMPRESARIO INDIVIDUAL;RUA INES BERTUOL;344;89820000;SAO ROMERO;XANXERE;SC;ATIVA;PRIVADO
16038079000180;1;7/5/2012;ELEICAO 2012 VALDECIR FURIO VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA CAROLINA VERONESE MORANDI;494;17830000;CENTRO;FLORIDA PAULISTA;SP;BAIXADA;PRIVADO
12977486000100;1;12/8/2010;GENESIO DE ALMEIDA RIBAS PINTURAS ME;2135;EMPRESARIO INDIVIDUAL;RUA BOTUVERA;906;89066360;ITOUPAVAZINHA;BLUMENAU;SC;ATIVA;PRIVADO
25115502000270;0;9/15/1992;AUTOMOVEL CLUBE DE TEOFILO OTONI;3999;ASSOCIACAO PRIVADA;ESTRADA BR 116;;39803971;ZONA RURAL;TEOFILO OTONI;MG;ATIVA;PRIVADO
13242796000130;1;2/13/2011;WILTON DA SILVA VIEIRA JUNIOR MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA PAULO DE FRONTIN;655;20261241;RIO COMPRIDO;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
15540984000170;1;5/16/2012;ODAIR PEDRO FERREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA PIAUI;603;37701024;CENTRO;POCOS DE CALDAS;MG;ATIVA;PRIVADO
15541779000120;1;5/16/2012;MARA MARCIA SCHRODER MEI;2135;EMPRESARIO INDIVIDUAL;RUA GERALDO AX;81;89150000;CENTRO;PRESIDENTE GETULIO;SC;ATIVA;PRIVADO
12868656000100;1;11/17/2010;ROSALINA PEREIRA DUTRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA GAIVOTA;145;78840000;SAO MIGUEL;CAMPO VERDE;MT;ATIVA;PRIVADO
05252175000100;1;8/13/2002;MIROTEC DESENHOS TECNICOS INDUSTRIAIS LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA DIANA;649;05019000;PERDIZES;SAO PAULO;SP;ATIVA;PRIVADO
15552791000130;1;5/18/2012;RAPHAEL GONCALVES FERREIRA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA JOSE LOUREIRO DE SENA;2524;68909125;JARDIM FELICIDADE;MACAPA;AP;ATIVA;PRIVADO
00144293000180;1;7/27/1994;JOSEFA MARIA DA SILVA MENESSE ME;2135;EMPRESARIO INDIVIDUAL;RUA TURIASSU;1188;05005000;AGUA BRANCA;SAO PAULO;SP;ATIVA;PRIVADO
16434055000140;1;10/2/2007;PARTIDO COMUNISTA BRASILEIRO PCB COMISSAO PROVISORIA MUNICIPAL DE BACABAL;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;TRAVESSA 15 DE NOVEMBRO;SN;65700000;CENTRO;BACABAL;MA;ATIVA;PUBLICO
16445365000160;1;7/12/2012;ANA CARLA FARIA DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;RUA 8;;74934060;CARDOSO CONTINUACAO;APARECIDA DE GOIANIA;GO;ATIVA;PRIVADO
14540875000190;1;10/28/2011;ANTONIO DIMAS FERREIRA LIMA MEI;2135;EMPRESARIO INDIVIDUAL;RUA VICENTE ANTONIO GRISARIO;445;08743310;JARDIM SANTA TERESA;MOGI DAS CRUZES;SP;ATIVA;PRIVADO
00878691000120;1;10/24/1995;OTELINO XAVIER DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO ARAUJO;230;46430000;LAGOINHA;GUANAMBI;BA;ATIVA;PRIVADO
16480490000100;1;7/16/2012;CLAUDIO JORGE DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;RUA ROQUE BARBOSA;956;21863425;BANGU;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
14506852000160;1;10/14/2011;DIONI CLAUDIO DA COSTA BEZERRA & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TORI KITAMURA;177;14808215;PARQUE CECAP;ARARAQUARA;SP;ATIVA;PRIVADO
14520573000150;1;10/25/2011;MADEIREIRA OLIVEIRA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BERNARDO SAYAO;1290;76410000;CENTRO;CAMPINORTE;GO;ATIVA;PRIVADO
14478023000110;1;10/18/2011;IVETE SANTOS DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;RUA CIDADE DE MINAS;1101;32183240;CARAJAS;CONTAGEM;MG;ATIVA;PRIVADO
14465482000160;1;10/17/2011;CLAUDIO PACHECO DOS REIS MEI;2135;EMPRESARIO INDIVIDUAL;RUA BARAO DO RIO BRANCO;3367;97590000;NOSSA SENHORA DO ROSARIO;ROSARIO DO SUL;RS;ATIVA;PRIVADO
14459007000180;1;10/12/2011;IZAUDINA ROSA DE OLIVEIRA RODRIGUES;4120;PRODUTOR RURAL PESSOA FISICA;SITIO PINHALZINHO;SN;18325000;PINHALZINHO;BARRA DO CHAPEU;SP;ATIVA;PRIVADO
09276959000390;0;6/24/2009;SUPERMERCADO ATACADO DE PROD ALIMENTICIOS VALLE VERDE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 6;;74115070;SETOR OESTE;GOIANIA;GO;ATIVA;PRIVADO
01001237000150;1;1/4/1996;TRES JOTAS COM DE PECAS E MANUT DE VEICULOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA RUI ABADIO RODRIGUES;2614;13060650;JARDIM YEDA;CAMPINAS;SP;ATIVA;PRIVADO
03454730000150;1;10/20/1999;DELLAMUTTA EVENTOS ESPORTIVOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PEDRO MIRANDA DE CAMPOS;992;18285000;CENTRO;CESARIO LANGE;SP;ATIVA;PRIVADO
13898773000340;0;6/27/2011;PALACE COLCHOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ARAPONGAS;1571;86700140;CENTRO;ARAPONGAS;PR;ATIVA;PRIVADO
13902811000120;1;7/1/2011;INACIA BARROS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;ESTRADA GUAVIRUTUBA;23;04937000;VILA BOM JARDIM;SAO PAULO;SP;ATIVA;PRIVADO
10158316000240;0;10/5/2011;LISANDRO COMERCIO VAREJISTA DE MODA EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ANTONIO ANGELIN;570;56000000;SANTO ANTONIO;SALGUEIRO;PE;ATIVA;PRIVADO
63089825019910;0;5/4/1971;MITRA ARQUIDIOCESANA DE SAO PAULO;3220;ORGANIZACAO RELIGIOSA;AVENIDA MAESTRO VILAS BOAS;681;08210040;PARQUE VITORIA;SAO PAULO;SP;ATIVA;PRIVADO
68483528000100;1;3/25/1993;MF PROMOCAO E ASSESSORIA DE EVENTOS LTDA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA BORGES LAGOA;1246;04038003;VILA CLEMENTINO;SAO PAULO;SP;ATIVA;PRIVADO
57596462000130;1;6/3/1970;DROGARIA LUZITA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SAO BERNARDO DO CAMPO;13;09171100;;SANTO ANDRE;SP;ATIVA;PRIVADO
49991599074360;0;6/11/2001;COMPANHIA AGRICOLA COLOMBO;2054;SOCIEDADE ANONIMA FECHADA;ESTRADA DE PINDORAMA A ROBERTO;SN;15830000;JACUBA;PINDORAMA;SP;ATIVA;PRIVADO
05139550000100;1;6/14/2002;TOTAL LOSS CONTROL SERVICE LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA FELICIANO BICUDO;170;02301020;VILA PAULICEIA;SAO PAULO;SP;ATIVA;PRIVADO
66282765000250;0;12/15/1992;WAY LOCADORA DE VEICULOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MAJOR CAMPOS;61;35700011;CENTRO;SETE LAGOAS;MG;ATIVA;PRIVADO
90855685000140;1;5/19/1986;ESCHER & SCHMITZ LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DUQUE DE CAXIAS;2014;95758000;CENTRO;SAO PEDRO DA SERRA;RS;ATIVA;PRIVADO
10758423000200;0;11/9/1988;V B GONCALVES ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA 1 DE ABRIL;SN;58540000;CENTRO;SUME;PB;ATIVA;PRIVADO
44137990000180;1;7/26/1974;PANAGRO EMPREENDIMENTOS FLORESTAIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA SAO MARCELINO CHAMPAGNAT;SN;83190000;LAGOA;TIJUCAS DO SUL;PR;ATIVA;PRIVADO
49093834001150;0;4/20/2006;MULTI TEK IMPORTACAO E COMERCIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA RIO ELBA;120;32280310;NOVO RIACHO;CONTAGEM;MG;ATIVA;PRIVADO
01091704000180;1;3/1/1996;HELIO FREIRE DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA IVA;27;06823160;JARDIM SANTO EDUARDO;EMBU DAS ARTES;SP;ATIVA;PRIVADO
72135320000160;1;4/20/1993;OSNIR MENDES DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA VOLUNTARIOS DA PATRIA;39;89860000;CENTRO;MAREMA;SC;ATIVA;PRIVADO
01957867000100;1;7/9/1997;ASSOCIACAO DE PAIS MESTRES E FUNCIONARIOS DO COLEGIO ESTADUAL TEREZINHA LADIR DE OLIVEIRA;3999;ASSOCIACAO PRIVADA;AVENIDA BRASIL;SN;84250000;CHARQUEADA;IMBAU;PR;ATIVA;PRIVADO
11414394000140;1;12/18/2009;OLIVALDO GABRIEL RODRIGUES;4120;PRODUTOR RURAL PESSOA FISICA;SITIO BOA VISTA;SN;18150000;FEITAL;IBIUNA;SP;ATIVA;PRIVADO
04260184000180;1;1/19/2001;JACOB EGGLESTON PROCESSAMENTO DE DADOS LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA CAUCASO;35;04727130;VILA CRUZEIRO;SAO PAULO;SP;ATIVA;PRIVADO
08334272000130;1;8/21/2006;ESPACO MULTIDISCIPLINAR;3999;ASSOCIACAO PRIVADA;AVENIDA PRESIDENTE GETULIO VARGAS;2460;94810002;BELA VISTA;ALVORADA;RS;ATIVA;PRIVADO
23516834000150;1;8/1/1988;J FERREIRA MERCADORIAS EM GERAL;2135;EMPRESARIO INDIVIDUAL;AVENIDA SENADOR HELVIDIO NUNES;SN;64607755;JUNCO;PICOS;PI;ATIVA;PRIVADO
11095340000160;1;8/26/2009;MUNDIAL ALTERNADORES E PECAS ELETRICAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA TITO FULGENCIO;250;32215000;JARDIM INDUSTRIAL;CONTAGEM;MG;ATIVA;PRIVADO
11397142000150;1;12/14/2009;R A SALVO;2135;EMPRESARIO INDIVIDUAL;RUA ASSUNCAO DE MARCO TEIXEIRA;72;31910410;FERNAO DIAS;BELO HORIZONTE;MG;ATIVA;PRIVADO
16621989000190;1;1/1/1982;KENERIKA LIVRARIA PAP LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GRAO MOGOL;427;30310010;CARMO;BELO HORIZONTE;MG;ATIVA;PRIVADO
89193577000170;1;4/12/1977;MATTE VIAGENS TURISMO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARCHAL FLORIANO;1615;96810000;CENTRO;SANTA CRUZ DO SUL;RS;ATIVA;PRIVADO
42329524000170;1;3/26/1974;GREMIO PETROS;3999;ASSOCIACAO PRIVADA;RUA DO OUVIDOR;98;20040030;CENTRO;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
08404730000160;1;11/1/2006;ASSOCIACAO DOS SERVIDORES PUBLICOS E APOSENTADOS DO MARANHAO;3999;ASSOCIACAO PRIVADA;RUA DAS FLORES;45;65010230;CENTRO;SAO LUIS;MA;ATIVA;PRIVADO
53154225005390;0;5/6/2009;BCEM COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA AUTONOMISTAS;1400;06194970;VILA YARA;OSASCO;SP;ATIVA;PRIVADO
16568109000160;1;7/25/2012;MARCOS VINICIUS FERREIRA DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOAO ANTONIO DA FONSECA;502;06766190;PARQUE PINHEIROS;TABOAO DA SERRA;SP;ATIVA;PRIVADO
05874113000130;1;8/26/2003;J DE MEDEIROS DANTAS ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE BENTO;592;61760000;GUARIBAS;EUSEBIO;CE;ATIVA;PRIVADO
15642348000150;1;6/1/2012;C J DE OLIVEIRA BATISTA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA MARIO ANDREAZZA;3;65068500;TURU;SAO LUIS;MA;ATIVA;PRIVADO
11413763000180;1;12/18/2009;F B ALMEIDA RODRIGUES MARCENARIA ME;2135;EMPRESARIO INDIVIDUAL;FAZENDA RIACHO DO MEIO;SN;62628000;JUA;IRAUCUBA;CE;BAIXADA;PRIVADO
15691357000130;1;6/12/2012;DANIEL ALEXANDRE LOPES SANTOS MARQUES;2135;EMPRESARIO INDIVIDUAL;SIG QUADRA 3 BLOCO C;;70610433;ZONA INDUSTRIAL;BRASILIA;DF;ATIVA;PRIVADO
00613792000170;1;5/22/1995;DIMAQ DIEHL COM DE MAQUINAS PECAS E ASSIST TEC LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA RS 453;;95880000;NOVO PARAISO;ESTRELA;RS;BAIXADA;PRIVADO
00784353000120;1;8/24/1995;DELICIAS DO PRE SORVETERIA E BOMBONIERE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;EXATOR DO PRE;1585;23015260;CAMPO GRANDE;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
01725585000170;1;2/24/1997;HASSAN KASSEM MOVEIS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ANTONIO SYLVIO CUNHA BUENO;611;09970160;INAMAR;DIADEMA;SP;BAIXADA;PRIVADO
00553750000190;1;2/15/1979;SUPERMERCADO CAPITAL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;CNG 4;15;71920540;TAGUATINGA;BRASILIA;DF;BAIXADA;PRIVADO
73413049000140;1;9/23/1993;ANTONIO APARECIDO TRISTAO;2135;EMPRESARIO INDIVIDUAL;RUA SILVEIRA MARTINS;7;41150000;CABULA;SALVADOR;BA;BAIXADA;PRIVADO
57670242000100;1;7/3/1987;DERALDINO DOS SANTOS;2135;EMPRESARIO INDIVIDUAL;RUA FREITAS JUNIOR;366;18070823;VILA NOVA SOROCABA;SOROCABA;SP;BAIXADA;PRIVADO
08434506000110;1;11/14/2006;MOLEBAMBAM COMERCIO DE ELETRICOS E ELETRONICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BENJAMIN CONSTANT;555;36060150;CENTRO;JUIZ DE FORA;MG;BAIXADA;PRIVADO
05263658000100;1;9/3/2002;ARI PEDRICO SOROCABA;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR AMERICO FIGUEIREDO;1805;18055132;JARDIM SIMUS;SOROCABA;SP;BAIXADA;PRIVADO
00519587000140;1;10/19/1983;IGREJA PRESBITERIANA EM PLANALTINA;3999;ASSOCIACAO PRIVADA;SETOR EDUCACIONAL;;73310660;PLANALTINA;BRASILIA;DF;ATIVA;PRIVADO
04438544000190;1;5/7/2001;KATIA SIMONE M DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE TUDE DE GODOY;1956;96450000;VILA MARIA JOSE;DOM PEDRITO;RS;BAIXADA;PRIVADO
11234966000100;1;10/19/2009;ITAPETINGA ESTACIONAMENTO DE VEICULOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ITAPETINGA;222;31130100;CACHOEIRINHA;BELO HORIZONTE;MG;BAIXADA;PRIVADO
08241908000280;0;8/29/2008;ALWAYS LOGISTICA E TRANSPORTES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JUAZEIRO DO NORTE;407;07180230;CIDADE JARDIM CUMBICA;GUARULHOS;SP;ATIVA;PRIVADO
15022607000140;1;2/9/2012;JANETE ALBINA SIMIONATO DE QUEIROZ MEI;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO DE ALMEIDA LARA;287;18730000;JARDIM NOVO HORIZONTE;ITAI;SP;BAIXADA;PRIVADO
10803350000140;1;4/27/2009;SERVICOS MEDICOS IRMAOS GARCIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FRANCISCO COIMBRA;379;47640000;CENTRO;SANTA MARIA DA VITORIA;BA;ATIVA;PRIVADO
11743198000110;1;1/14/2010;JOSIAS JOAQUIM DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;RUA MARCO AURELIO MARLIANI;SN;04854170;JARDIMSETE DE SETEMBRO;SAO PAULO;SP;ATIVA;PRIVADO
13645813000180;1;5/16/2011;DEJAIR RODRIGUES DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;TRAVESSA PATRICIO VEDOLIN;100;98270000;RENASCER;PEJUCARA;RS;ATIVA;PRIVADO
68950724000130;1;10/14/1992;LOUDES OTRENTE DE CAMPOS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA FRANCISCO MASTROPIETRO;2480;15996200;VILA CARDIM II;MATAO;SP;ATIVA;PRIVADO
08024319000320;0;10/26/2011;FABIO JOSE BIAZON DIAS;4120;PRODUTOR RURAL PESSOA FISICA;;;;;;;BAIXADA;PRIVADO
03592321000110;1;12/7/1999;MTA ENGENHARIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI;1511;04571011;CIDADE MONCOES;SAO PAULO;SP;ATIVA;PRIVADO
02557806000100;1;5/25/1998;MOTO TAXI NACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PARAGUAI;94;88338090;DAS NACOES;BALNEARIO CAMBORIU;SC;ATIVA;PRIVADO
